Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,MoSold,MSZoning_RL,Neighborhood_Crawfor,MasVnrArea_209.0,MasVnrArea_428.0,SalePrice
783,67.0,16285.0,7.0,5.0,2001.0,2002.0,3.0,4.0,3.0,1.0,1.0,0.0,1413.0,1.0,1430.0,0.0,1430.0,3.0,0.0,0.0,5.0,2001.0,2.0,2.0,605.0,33.0,6.0,1.0,0.0,0.0,0.0,187100
784,0.0,9101.0,5.0,6.0,1978.0,1978.0,2.0,4.0,3.0,3.0,6.0,1097.0,1097.0,1.0,1110.0,0.0,1110.0,3.0,1.0,3.0,5.0,1978.0,3.0,2.0,602.0,30.0,7.0,1.0,0.0,0.0,0.0,165500
785,35.0,6300.0,6.0,6.0,1914.0,2001.0,2.0,3.0,3.0,1.0,1.0,0.0,742.0,1.0,742.0,742.0,1484.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,291.0,6.0,0.0,0.0,0.0,0.0,128000
786,0.0,9790.0,6.0,5.0,1967.0,1967.0,2.0,3.0,3.0,1.0,3.0,251.0,1372.0,1.0,1342.0,0.0,1342.0,2.0,1.0,4.0,5.0,1967.0,1.0,2.0,457.0,0.0,9.0,1.0,0.0,0.0,0.0,161500
787,60.0,10800.0,5.0,6.0,1915.0,1950.0,2.0,2.0,3.0,1.0,2.0,686.0,686.0,1.0,966.0,686.0,1652.0,2.0,0.0,0.0,2.0,1961.0,1.0,1.0,416.0,0.0,6.0,0.0,0.0,0.0,0.0,139000
788,76.0,10142.0,7.0,5.0,2004.0,2004.0,3.0,4.0,3.0,1.0,6.0,656.0,956.0,1.0,956.0,1128.0,2084.0,3.0,0.0,0.0,6.0,2004.0,2.0,2.0,618.0,45.0,1.0,1.0,0.0,0.0,0.0,233000
789,50.0,6000.0,4.0,7.0,1954.0,2000.0,2.0,3.0,3.0,1.0,1.0,0.0,901.0,1.0,901.0,0.0,901.0,2.0,0.0,0.0,2.0,1954.0,1.0,1.0,281.0,0.0,8.0,0.0,0.0,0.0,0.0,107900
790,0.0,12205.0,6.0,8.0,1966.0,2007.0,2.0,3.0,2.0,4.0,2.0,568.0,832.0,1.0,976.0,1111.0,2087.0,3.0,0.0,0.0,5.0,1966.0,3.0,2.0,444.0,168.0,7.0,1.0,0.0,0.0,0.0,187500
791,43.0,3182.0,7.0,5.0,2005.0,2006.0,3.0,4.0,3.0,1.0,6.0,16.0,1145.0,1.0,1145.0,0.0,1145.0,3.0,1.0,4.0,5.0,2005.0,3.0,2.0,397.0,16.0,9.0,1.0,0.0,0.0,0.0,160200
792,0.0,11333.0,6.0,5.0,1976.0,1976.0,2.0,4.0,3.0,3.0,5.0,539.0,1029.0,1.0,1062.0,0.0,1062.0,2.0,2.0,3.0,5.0,1976.0,2.0,2.0,539.0,0.0,5.0,1.0,0.0,0.0,0.0,146800
793,92.0,9920.0,7.0,5.0,1996.0,1997.0,3.0,4.0,3.0,3.0,6.0,862.0,1117.0,1.0,1127.0,886.0,2013.0,2.0,1.0,3.0,5.0,1997.0,1.0,2.0,455.0,130.0,6.0,1.0,0.0,0.0,0.0,269790
794,76.0,9158.0,8.0,5.0,2007.0,2007.0,3.0,4.0,3.0,3.0,1.0,0.0,1496.0,1.0,1496.0,0.0,1496.0,3.0,0.0,0.0,5.0,2007.0,3.0,2.0,474.0,130.0,6.0,1.0,0.0,0.0,0.0,225000
795,0.0,10832.0,7.0,5.0,1994.0,1996.0,3.0,4.0,3.0,1.0,1.0,0.0,712.0,1.0,1086.0,809.0,1895.0,3.0,1.0,3.0,5.0,1994.0,3.0,2.0,409.0,46.0,10.0,1.0,0.0,0.0,0.0,194500
796,70.0,8400.0,6.0,6.0,1980.0,1981.0,2.0,4.0,3.0,1.0,1.0,0.0,650.0,1.0,888.0,676.0,1564.0,2.0,1.0,3.0,5.0,1980.0,1.0,2.0,476.0,50.0,4.0,1.0,0.0,0.0,0.0,171000
797,71.0,8197.0,6.0,5.0,1977.0,1977.0,2.0,3.0,3.0,1.0,1.0,0.0,660.0,1.0,1285.0,0.0,1285.0,2.0,1.0,3.0,5.0,1977.0,2.0,2.0,528.0,0.0,4.0,1.0,0.0,0.0,0.0,143500
798,57.0,7677.0,5.0,5.0,1953.0,1953.0,2.0,3.0,3.0,1.0,4.0,570.0,773.0,1.0,773.0,0.0,773.0,2.0,0.0,0.0,5.0,1953.0,1.0,1.0,240.0,0.0,4.0,1.0,0.0,0.0,0.0,110000
799,104.0,13518.0,9.0,5.0,2008.0,2009.0,4.0,5.0,3.0,1.0,1.0,0.0,1926.0,1.0,1966.0,1174.0,3140.0,4.0,2.0,4.0,6.0,2009.0,3.0,3.0,820.0,78.0,7.0,1.0,0.0,0.0,0.0,485000
800,60.0,7200.0,5.0,7.0,1937.0,1950.0,2.0,4.0,3.0,1.0,5.0,569.0,731.0,1.0,981.0,787.0,1768.0,3.0,2.0,3.0,2.0,1939.0,1.0,1.0,240.0,0.0,6.0,1.0,0.0,0.0,0.0,175000
801,79.0,12798.0,6.0,5.0,1997.0,1997.0,2.0,4.0,3.0,4.0,6.0,462.0,616.0,1.0,616.0,1072.0,1688.0,3.0,0.0,0.0,5.0,1997.0,2.0,2.0,603.0,114.0,5.0,1.0,0.0,0.0,0.0,200000
802,40.0,4800.0,4.0,7.0,1916.0,1990.0,2.0,3.0,3.0,1.0,2.0,197.0,1196.0,1.0,1196.0,0.0,1196.0,2.0,0.0,0.0,2.0,1957.0,1.0,2.0,440.0,0.0,7.0,0.0,0.0,0.0,0.0,109900
803,63.0,8199.0,7.0,5.0,2005.0,2005.0,3.0,4.0,3.0,3.0,6.0,648.0,728.0,1.0,728.0,728.0,1456.0,3.0,1.0,4.0,5.0,2005.0,3.0,2.0,410.0,18.0,10.0,1.0,0.0,0.0,0.0,189000
804,107.0,13891.0,9.0,5.0,2008.0,2009.0,4.0,5.0,3.0,4.0,1.0,0.0,1734.0,1.0,1734.0,1088.0,2822.0,4.0,1.0,4.0,6.0,2009.0,2.0,3.0,1020.0,170.0,1.0,1.0,0.0,0.0,0.0,582933
805,75.0,9000.0,5.0,5.0,1954.0,1954.0,2.0,3.0,3.0,1.0,2.0,812.0,936.0,1.0,1128.0,0.0,1128.0,2.0,0.0,0.0,5.0,1954.0,1.0,1.0,286.0,0.0,6.0,1.0,0.0,0.0,0.0,118000
806,91.0,12274.0,7.0,5.0,2008.0,2008.0,3.0,4.0,3.0,1.0,1.0,0.0,1417.0,1.0,1428.0,0.0,1428.0,4.0,0.0,0.0,5.0,2008.0,2.0,2.0,554.0,60.0,7.0,1.0,0.0,0.0,0.0,227680
807,75.0,9750.0,5.0,5.0,1967.0,1967.0,2.0,3.0,3.0,3.0,5.0,400.0,980.0,1.0,980.0,0.0,980.0,2.0,0.0,0.0,5.0,1967.0,3.0,1.0,384.0,0.0,10.0,1.0,0.0,0.0,0.0,135500
808,144.0,21384.0,5.0,6.0,1923.0,2004.0,2.0,3.0,3.0,4.0,6.0,1309.0,1324.0,1.0,1072.0,504.0,1576.0,3.0,1.0,3.0,5.0,1923.0,2.0,2.0,528.0,312.0,5.0,1.0,0.0,0.0,0.0,223500
809,85.0,13400.0,5.0,5.0,1966.0,1966.0,2.0,3.0,3.0,3.0,5.0,516.0,1024.0,1.0,1086.0,0.0,1086.0,2.0,1.0,4.0,5.0,1966.0,2.0,2.0,484.0,0.0,6.0,1.0,0.0,0.0,0.0,159950
810,90.0,8100.0,5.0,5.0,1898.0,1965.0,2.0,3.0,3.0,1.0,1.0,0.0,849.0,0.0,1075.0,1063.0,2138.0,2.0,0.0,0.0,2.0,1910.0,1.0,2.0,360.0,156.0,11.0,0.0,0.0,0.0,0.0,106000
811,78.0,10140.0,6.0,6.0,1974.0,1999.0,2.0,3.0,3.0,1.0,5.0,663.0,1040.0,1.0,1309.0,0.0,1309.0,3.0,1.0,2.0,5.0,1974.0,2.0,2.0,484.0,0.0,1.0,1.0,0.0,0.0,0.0,181000
812,0.0,4438.0,6.0,5.0,2004.0,2004.0,3.0,4.0,3.0,4.0,6.0,662.0,848.0,1.0,848.0,0.0,848.0,3.0,1.0,4.0,5.0,2004.0,3.0,2.0,420.0,0.0,6.0,0.0,0.0,0.0,0.0,144500
813,66.0,8712.0,5.0,5.0,1952.0,1952.0,1.0,3.0,3.0,3.0,1.0,0.0,540.0,0.0,1044.0,0.0,1044.0,1.0,0.0,0.0,3.0,1952.0,1.0,2.0,504.0,0.0,6.0,0.0,0.0,0.0,0.0,55993
814,75.0,9750.0,6.0,6.0,1958.0,1958.0,2.0,3.0,3.0,1.0,3.0,608.0,1442.0,1.0,1442.0,0.0,1442.0,2.0,0.0,0.0,5.0,1958.0,2.0,1.0,301.0,0.0,4.0,1.0,0.0,0.0,0.0,157900
815,45.0,8248.0,5.0,7.0,1918.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,686.0,1.0,686.0,564.0,1250.0,1.0,0.0,0.0,2.0,1955.0,1.0,1.0,280.0,0.0,7.0,1.0,0.0,0.0,0.0,116000
816,48.0,12137.0,7.0,5.0,1998.0,1998.0,2.0,4.0,3.0,1.0,1.0,0.0,1649.0,1.0,1661.0,0.0,1661.0,3.0,0.0,0.0,5.0,1998.0,2.0,2.0,598.0,34.0,5.0,1.0,0.0,0.0,0.0,224900
817,0.0,11425.0,5.0,6.0,1954.0,1954.0,2.0,3.0,3.0,1.0,4.0,486.0,1008.0,1.0,1008.0,0.0,1008.0,2.0,1.0,4.0,5.0,1954.0,2.0,1.0,275.0,0.0,7.0,1.0,0.0,0.0,0.0,137000
818,0.0,13265.0,8.0,5.0,2002.0,2002.0,3.0,4.0,3.0,1.0,6.0,1218.0,1568.0,1.0,1689.0,0.0,1689.0,3.0,2.0,4.0,5.0,2002.0,2.0,3.0,857.0,59.0,7.0,1.0,0.0,0.0,0.0,271000
819,80.0,8816.0,6.0,7.0,1971.0,1971.0,2.0,3.0,3.0,3.0,6.0,504.0,1010.0,1.0,1052.0,0.0,1052.0,2.0,0.0,0.0,5.0,1971.0,1.0,2.0,440.0,0.0,6.0,1.0,0.0,0.0,0.0,155000
820,44.0,6371.0,7.0,5.0,2009.0,2010.0,3.0,4.0,3.0,2.0,6.0,733.0,1358.0,1.0,1358.0,0.0,1358.0,3.0,1.0,4.0,5.0,2010.0,2.0,2.0,484.0,35.0,6.0,1.0,0.0,0.0,0.0,224000
821,72.0,7226.0,7.0,5.0,2003.0,2003.0,3.0,4.0,3.0,1.0,1.0,0.0,798.0,1.0,798.0,842.0,1640.0,3.0,0.0,0.0,5.0,2003.0,2.0,2.0,595.0,45.0,6.0,1.0,0.0,0.0,0.0,183000
822,60.0,6000.0,4.0,4.0,1953.0,1953.0,1.0,2.0,3.0,1.0,1.0,0.0,936.0,0.0,936.0,0.0,936.0,2.0,0.0,0.0,2.0,1974.0,1.0,2.0,576.0,32.0,2.0,0.0,0.0,0.0,0.0,93000
823,0.0,12394.0,7.0,5.0,2003.0,2003.0,3.0,4.0,3.0,4.0,1.0,0.0,847.0,1.0,847.0,886.0,1733.0,3.0,1.0,4.0,6.0,2003.0,3.0,2.0,433.0,48.0,10.0,1.0,0.0,0.0,0.0,225000
824,60.0,9900.0,6.0,7.0,1940.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,778.0,1.0,944.0,545.0,1489.0,2.0,1.0,4.0,2.0,1940.0,1.0,1.0,240.0,0.0,7.0,1.0,0.0,0.0,0.0,139500
825,81.0,11216.0,8.0,5.0,2006.0,2006.0,3.0,4.0,4.0,1.0,1.0,0.0,1489.0,1.0,1489.0,0.0,1489.0,3.0,1.0,4.0,5.0,2006.0,2.0,2.0,776.0,140.0,6.0,0.0,0.0,0.0,0.0,232600
826,114.0,14803.0,10.0,5.0,2007.0,2008.0,4.0,5.0,3.0,3.0,6.0,1636.0,2078.0,1.0,2084.0,0.0,2084.0,4.0,1.0,4.0,5.0,2007.0,3.0,3.0,1220.0,45.0,6.0,1.0,0.0,0.0,0.0,385000
827,50.0,6130.0,5.0,6.0,1924.0,1950.0,2.0,3.0,3.0,1.0,5.0,784.0,784.0,1.0,784.0,0.0,784.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,109500
828,65.0,8529.0,7.0,5.0,2001.0,2001.0,3.0,4.0,3.0,1.0,6.0,20.0,1454.0,1.0,1434.0,0.0,1434.0,3.0,1.0,3.0,5.0,2001.0,2.0,2.0,527.0,39.0,4.0,1.0,0.0,0.0,0.0,189000
829,0.0,28698.0,5.0,5.0,1967.0,1967.0,2.0,3.0,4.0,4.0,2.0,249.0,1013.0,1.0,1160.0,966.0,2126.0,2.0,0.0,0.0,5.0,1967.0,3.0,2.0,538.0,0.0,6.0,1.0,0.0,0.0,0.0,185000
830,24.0,2544.0,7.0,5.0,2005.0,2005.0,3.0,4.0,3.0,1.0,1.0,0.0,600.0,1.0,520.0,623.0,1223.0,3.0,0.0,0.0,2.0,2005.0,2.0,2.0,480.0,166.0,7.0,0.0,0.0,0.0,0.0,147400
831,80.0,11900.0,6.0,5.0,1957.0,1957.0,2.0,3.0,3.0,1.0,3.0,1040.0,1392.0,1.0,1392.0,0.0,1392.0,2.0,2.0,4.0,5.0,1957.0,2.0,2.0,458.0,0.0,6.0,1.0,0.0,0.0,0.0,166000
832,30.0,3180.0,7.0,5.0,2005.0,2005.0,2.0,4.0,3.0,1.0,1.0,0.0,600.0,1.0,520.0,600.0,1200.0,3.0,0.0,0.0,2.0,2005.0,2.0,2.0,480.0,166.0,6.0,0.0,0.0,0.0,0.0,151000
833,44.0,9548.0,7.0,6.0,2003.0,2003.0,3.0,4.0,3.0,1.0,6.0,483.0,941.0,1.0,941.0,888.0,1829.0,3.0,1.0,3.0,5.0,2003.0,2.0,2.0,613.0,39.0,1.0,1.0,0.0,0.0,0.0,237000
834,100.0,10004.0,6.0,6.0,1964.0,1964.0,2.0,3.0,3.0,1.0,3.0,196.0,1516.0,1.0,1516.0,0.0,1516.0,2.0,0.0,0.0,5.0,1964.0,2.0,2.0,472.0,0.0,2.0,1.0,0.0,0.0,0.0,167000
835,75.0,7875.0,5.0,6.0,1961.0,1961.0,2.0,3.0,3.0,1.0,3.0,572.0,1144.0,1.0,1144.0,0.0,1144.0,2.0,0.0,0.0,5.0,1961.0,1.0,2.0,456.0,0.0,9.0,1.0,0.0,0.0,0.0,139950
836,60.0,9600.0,4.0,7.0,1950.0,1995.0,2.0,4.0,3.0,1.0,4.0,442.0,1067.0,1.0,1067.0,0.0,1067.0,3.0,0.0,0.0,5.0,1996.0,1.0,2.0,436.0,0.0,2.0,1.0,0.0,0.0,0.0,128000
837,90.0,8100.0,5.0,6.0,1948.0,1973.0,2.0,3.0,3.0,1.0,3.0,338.0,1559.0,1.0,1559.0,0.0,1559.0,2.0,0.0,0.0,2.0,1948.0,1.0,2.0,812.0,116.0,6.0,0.0,0.0,0.0,0.0,153500
838,21.0,1680.0,6.0,5.0,1973.0,1973.0,2.0,3.0,3.0,1.0,4.0,330.0,483.0,1.0,483.0,504.0,987.0,2.0,0.0,0.0,2.0,1973.0,1.0,1.0,264.0,0.0,11.0,0.0,0.0,0.0,0.0,100000
839,75.0,9525.0,5.0,6.0,1995.0,2006.0,2.0,4.0,3.0,1.0,1.0,0.0,1099.0,1.0,1099.0,0.0,1099.0,3.0,0.0,0.0,5.0,1999.0,1.0,1.0,352.0,0.0,6.0,1.0,0.0,0.0,0.0,144000
840,70.0,11767.0,5.0,6.0,1946.0,1995.0,2.0,3.0,3.0,1.0,4.0,352.0,768.0,1.0,768.0,432.0,1200.0,2.0,0.0,0.0,2.0,1946.0,1.0,1.0,240.0,0.0,5.0,1.0,0.0,0.0,0.0,130500
841,0.0,12155.0,6.0,8.0,1925.0,1950.0,2.0,3.0,3.0,1.0,4.0,156.0,672.0,0.0,810.0,672.0,1482.0,1.0,0.0,0.0,2.0,1934.0,1.0,1.0,400.0,0.0,3.0,0.0,0.0,0.0,0.0,140000
842,60.0,10440.0,5.0,8.0,1904.0,2002.0,2.0,3.0,3.0,1.0,1.0,0.0,650.0,1.0,958.0,581.0,1539.0,3.0,1.0,1.0,2.0,1983.0,1.0,2.0,686.0,78.0,6.0,0.0,0.0,0.0,0.0,157500
843,82.0,9020.0,6.0,7.0,1966.0,1966.0,2.0,3.0,3.0,4.0,3.0,312.0,1127.0,1.0,1165.0,0.0,1165.0,2.0,0.0,0.0,5.0,1966.0,2.0,2.0,490.0,129.0,5.0,1.0,0.0,0.0,0.0,174900
844,80.0,8000.0,5.0,4.0,1961.0,1961.0,2.0,3.0,3.0,1.0,1.0,0.0,1800.0,0.0,1800.0,0.0,1800.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,141000
845,100.0,12665.0,5.0,8.0,1915.0,1950.0,2.0,3.0,3.0,2.0,1.0,0.0,876.0,1.0,876.0,540.0,1416.0,2.0,1.0,4.0,2.0,1949.0,1.0,3.0,720.0,0.0,6.0,0.0,0.0,0.0,0.0,153900
846,0.0,16647.0,5.0,5.0,1975.0,1981.0,2.0,4.0,3.0,4.0,5.0,1390.0,1390.0,1.0,1701.0,0.0,1701.0,2.0,2.0,3.0,3.0,1975.0,3.0,2.0,611.0,0.0,1.0,1.0,0.0,0.0,0.0,171000
847,75.0,9317.0,7.0,5.0,1993.0,1993.0,3.0,4.0,3.0,1.0,5.0,513.0,740.0,1.0,1006.0,769.0,1775.0,3.0,1.0,3.0,5.0,1993.0,1.0,2.0,425.0,72.0,7.0,1.0,0.0,0.0,0.0,213000
848,36.0,15523.0,5.0,6.0,1972.0,1972.0,2.0,3.0,3.0,3.0,4.0,460.0,864.0,1.0,864.0,0.0,864.0,2.0,1.0,2.0,5.0,1972.0,1.0,1.0,338.0,0.0,8.0,1.0,0.0,0.0,0.0,133500
849,75.0,45600.0,6.0,8.0,1908.0,1997.0,2.0,3.0,3.0,1.0,1.0,0.0,907.0,1.0,1307.0,1051.0,2358.0,2.0,1.0,4.0,2.0,1908.0,1.0,2.0,360.0,40.0,9.0,1.0,0.0,0.0,0.0,240000
850,80.0,9600.0,6.0,7.0,1976.0,1994.0,3.0,3.0,3.0,1.0,1.0,0.0,528.0,1.0,1094.0,761.0,1855.0,2.0,1.0,3.0,5.0,1976.0,2.0,2.0,512.0,100.0,8.0,1.0,0.0,0.0,0.0,187000
851,36.0,4435.0,6.0,5.0,2003.0,2003.0,3.0,4.0,3.0,3.0,6.0,659.0,848.0,1.0,848.0,0.0,848.0,3.0,0.0,0.0,5.0,2003.0,3.0,2.0,420.0,0.0,11.0,0.0,0.0,0.0,0.0,131500
852,0.0,3196.0,8.0,5.0,2003.0,2003.0,3.0,4.0,3.0,4.0,1.0,0.0,1273.0,1.0,1456.0,0.0,1456.0,3.0,1.0,3.0,5.0,2003.0,3.0,2.0,400.0,20.0,5.0,1.0,0.0,0.0,0.0,215000
853,53.0,7128.0,7.0,5.0,1941.0,1950.0,2.0,3.0,3.0,1.0,3.0,364.0,918.0,1.0,918.0,728.0,1646.0,2.0,2.0,4.0,2.0,1941.0,1.0,1.0,240.0,0.0,8.0,1.0,1.0,0.0,0.0,164000
854,0.0,12095.0,6.0,6.0,1964.0,1964.0,2.0,3.0,3.0,4.0,3.0,564.0,1127.0,1.0,1445.0,0.0,1445.0,2.0,1.0,2.0,5.0,1964.0,2.0,2.0,645.0,0.0,8.0,1.0,0.0,0.0,0.0,158000
855,102.0,17920.0,5.0,4.0,1955.0,1974.0,2.0,3.0,3.0,2.0,5.0,306.0,1763.0,1.0,1779.0,0.0,1779.0,2.0,1.0,4.0,5.0,1955.0,1.0,2.0,454.0,418.0,7.0,1.0,0.0,0.0,0.0,170000
856,0.0,6897.0,5.0,8.0,1962.0,2010.0,2.0,3.0,3.0,1.0,5.0,659.0,1040.0,1.0,1040.0,0.0,1040.0,2.0,0.0,0.0,2.0,1962.0,1.0,1.0,260.0,104.0,4.0,1.0,0.0,0.0,0.0,127000
857,0.0,10970.0,6.0,6.0,1978.0,1978.0,2.0,4.0,4.0,4.0,6.0,505.0,940.0,1.0,1026.0,0.0,1026.0,2.0,0.0,0.0,2.0,1981.0,1.0,2.0,576.0,0.0,10.0,1.0,0.0,0.0,0.0,147000
858,65.0,8125.0,6.0,5.0,1994.0,1995.0,2.0,4.0,3.0,1.0,1.0,0.0,702.0,1.0,702.0,779.0,1481.0,2.0,1.0,3.0,5.0,1994.0,3.0,2.0,343.0,36.0,3.0,1.0,0.0,0.0,0.0,174000
859,80.0,10400.0,7.0,5.0,1976.0,1976.0,2.0,4.0,3.0,1.0,1.0,0.0,1090.0,1.0,1370.0,0.0,1370.0,2.0,1.0,3.0,5.0,1976.0,2.0,2.0,479.0,0.0,6.0,1.0,0.0,0.0,0.0,152000
860,0.0,11029.0,6.0,7.0,1968.0,1984.0,2.0,3.0,3.0,2.0,4.0,619.0,1054.0,1.0,1512.0,1142.0,2654.0,3.0,1.0,4.0,5.0,1968.0,1.0,2.0,619.0,65.0,8.0,1.0,0.0,0.0,0.0,250000
861,55.0,7642.0,7.0,8.0,1918.0,1998.0,3.0,3.0,3.0,1.0,1.0,0.0,912.0,1.0,912.0,514.0,1426.0,3.0,1.0,4.0,2.0,1925.0,1.0,1.0,216.0,240.0,6.0,1.0,1.0,0.0,0.0,189950
862,75.0,11625.0,5.0,4.0,1965.0,1965.0,2.0,3.0,3.0,2.0,4.0,841.0,1039.0,1.0,1039.0,0.0,1039.0,2.0,0.0,0.0,5.0,1965.0,1.0,2.0,504.0,0.0,4.0,1.0,0.0,0.0,0.0,131500
863,81.0,9672.0,6.0,5.0,1984.0,1985.0,2.0,4.0,3.0,1.0,6.0,338.0,1040.0,1.0,1097.0,0.0,1097.0,2.0,0.0,0.0,5.0,1986.0,1.0,2.0,480.0,0.0,5.0,1.0,0.0,0.0,0.0,152000
864,70.0,7931.0,5.0,5.0,1959.0,1959.0,2.0,3.0,3.0,1.0,4.0,1148.0,1148.0,1.0,1148.0,0.0,1148.0,2.0,0.0,0.0,5.0,1959.0,1.0,1.0,672.0,0.0,7.0,1.0,0.0,0.0,0.0,132500
865,72.0,8640.0,7.0,5.0,2007.0,2008.0,3.0,5.0,3.0,1.0,1.0,0.0,1372.0,1.0,1372.0,0.0,1372.0,3.0,0.0,0.0,5.0,2008.0,3.0,2.0,529.0,140.0,5.0,0.0,0.0,0.0,0.0,250580
866,0.0,8750.0,5.0,6.0,1970.0,1970.0,2.0,3.0,3.0,1.0,4.0,828.0,1002.0,1.0,1002.0,0.0,1002.0,2.0,0.0,0.0,2.0,1973.0,1.0,2.0,902.0,0.0,8.0,1.0,0.0,0.0,0.0,148500
867,67.0,10656.0,8.0,5.0,2006.0,2007.0,3.0,4.0,3.0,3.0,1.0,0.0,1638.0,1.0,1646.0,0.0,1646.0,3.0,1.0,4.0,5.0,2007.0,2.0,3.0,870.0,80.0,11.0,1.0,0.0,0.0,0.0,248900
868,85.0,6970.0,4.0,5.0,1961.0,1961.0,2.0,3.0,3.0,1.0,5.0,932.0,1040.0,1.0,1120.0,0.0,1120.0,1.0,0.0,0.0,5.0,1961.0,2.0,2.0,544.0,0.0,5.0,1.0,0.0,0.0,0.0,129000
869,0.0,14762.0,5.0,6.0,1948.0,1950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1547.0,720.0,2320.0,2.0,1.0,3.0,5.0,1979.0,1.0,2.0,672.0,144.0,5.0,1.0,0.0,0.0,0.0,169000
870,80.0,9938.0,7.0,5.0,1993.0,1994.0,3.0,4.0,3.0,1.0,6.0,750.0,1050.0,1.0,1062.0,887.0,1949.0,3.0,1.0,3.0,5.0,1993.0,3.0,2.0,574.0,90.0,6.0,1.0,0.0,0.0,0.0,236000
871,60.0,6600.0,5.0,5.0,1962.0,1962.0,2.0,3.0,3.0,1.0,1.0,0.0,894.0,0.0,894.0,0.0,894.0,2.0,0.0,0.0,2.0,1962.0,1.0,1.0,308.0,0.0,8.0,1.0,0.0,0.0,0.0,109500
872,70.0,8750.0,6.0,5.0,1998.0,1998.0,2.0,4.0,3.0,1.0,6.0,505.0,804.0,1.0,804.0,878.0,1682.0,3.0,0.0,0.0,5.0,1998.0,2.0,2.0,523.0,77.0,6.0,1.0,0.0,0.0,0.0,200500
873,74.0,8892.0,5.0,7.0,1953.0,1996.0,3.0,3.0,3.0,3.0,1.0,0.0,105.0,1.0,910.0,0.0,910.0,3.0,0.0,0.0,5.0,1953.0,1.0,2.0,414.0,0.0,10.0,1.0,0.0,0.0,0.0,116000
874,60.0,12144.0,5.0,7.0,1949.0,1950.0,3.0,3.0,3.0,1.0,3.0,375.0,832.0,1.0,1036.0,0.0,1268.0,2.0,1.0,4.0,5.0,1949.0,1.0,1.0,288.0,28.0,9.0,1.0,0.0,0.0,0.0,133000
875,52.0,5720.0,5.0,6.0,1941.0,1950.0,2.0,3.0,3.0,1.0,1.0,0.0,676.0,1.0,676.0,455.0,1131.0,2.0,0.0,0.0,2.0,1941.0,1.0,1.0,200.0,0.0,8.0,0.0,0.0,0.0,0.0,66500
876,75.0,9000.0,8.0,5.0,2007.0,2007.0,3.0,4.0,3.0,3.0,6.0,64.0,1184.0,1.0,1184.0,1426.0,2610.0,4.0,1.0,4.0,6.0,2007.0,3.0,2.0,550.0,364.0,8.0,0.0,0.0,0.0,0.0,303477
877,94.0,25286.0,4.0,5.0,1963.0,1963.0,2.0,3.0,3.0,4.0,5.0,633.0,1064.0,1.0,1040.0,0.0,1040.0,2.0,0.0,0.0,5.0,1963.0,1.0,2.0,648.0,0.0,1.0,1.0,0.0,0.0,0.0,132250
878,74.0,8834.0,9.0,5.0,2004.0,2005.0,3.0,5.0,3.0,1.0,6.0,1170.0,1462.0,1.0,1462.0,762.0,2224.0,4.0,1.0,4.0,5.0,2004.0,3.0,3.0,738.0,0.0,6.0,1.0,0.0,0.0,0.0,350000
879,88.0,11782.0,5.0,7.0,1961.0,1995.0,2.0,3.0,3.0,3.0,5.0,899.0,1109.0,1.0,1155.0,0.0,1155.0,3.0,0.0,0.0,2.0,1987.0,1.0,2.0,576.0,0.0,6.0,1.0,0.0,0.0,0.0,148000
880,0.0,7000.0,5.0,8.0,1978.0,2005.0,3.0,3.0,3.0,1.0,5.0,646.0,864.0,1.0,864.0,0.0,864.0,2.0,0.0,0.0,5.0,1978.0,1.0,1.0,336.0,0.0,7.0,1.0,0.0,0.0,0.0,136500
881,60.0,7024.0,5.0,5.0,2005.0,2006.0,2.0,5.0,4.0,1.0,5.0,980.0,1090.0,1.0,1090.0,0.0,1090.0,2.0,0.0,0.0,5.0,2005.0,3.0,2.0,450.0,49.0,6.0,1.0,0.0,0.0,0.0,157000
882,44.0,13758.0,7.0,5.0,1990.0,1991.0,3.0,4.0,3.0,2.0,2.0,902.0,1156.0,1.0,1187.0,530.0,1717.0,3.0,1.0,3.0,5.0,1990.0,2.0,2.0,400.0,36.0,4.0,1.0,0.0,0.0,0.0,187500
883,0.0,9636.0,6.0,5.0,1992.0,1993.0,2.0,4.0,3.0,1.0,1.0,0.0,808.0,1.0,808.0,785.0,1593.0,2.0,1.0,3.0,6.0,1993.0,2.0,2.0,389.0,40.0,12.0,1.0,0.0,0.0,0.0,178000
